text;labels;title
Bevor die Daten mithilfe von Python ausgewertet wurden, wurde eine Webanwendung erstellt, welche die gleiche Funktionalität erfüllen sollte. Die Vorteile davon wären eine einfachere Darstellung auf allen Geräten welche einen aktuellen Webbrowser unterstützen sowie keine Notwendigkeit für einen Server abgesehen vom Message Queuing Telemetry Transport (MQTT) Broker. Eine frühe Variante ist dabei in Abbildung 4.4 dargestellt. Links werden die gefundenen Geräte, in diesem Fall nur eine Smartwatch, sowie die Locators, welche dessen Signal empfangen, angezeigt. Um besser erkennen zu können, wie sich die Signalstärke verändert, zeigen die Diagramme den Verlauf der errechneten Distanz zu den einzelnen Beacons an. Im rechten Bereich befindet sich eine schematische Darstellung des Raumes, den mit grau markierten Locators sowie den Geräten. Der Grund, warum von dieser Vorgehensweise abgewichen wurde, waren Schwierigkeiten bei der Berechnung einer Position aus den Abstandswerten. Das Problem war, dass der Algorithmus, auf dessen Basis die Multilateration durchgeführt werden sollte, lediglich für drei Locators funktionierte. Dieser war zwar auf dem „Levenberg Marquardt curve-fitting“ Algorithmus aus Matlab aufgebaut, allerdings auf drei Signalstärken begrenzt.;0;1
Da allerdings Situationen aufgetreten sind, in denen mehr oder weniger als genau drei Locators einen Beacon gefunden haben, sollte die Positionierung mit unterschiedlichen Anzahlen an Locators funktionieren. Des Weiteren traten vereinzelt fehlerhafte Positionen, außerhalb des Raumes auf, welche nicht reproduziert werden konnten. UmdieseProbleme zu lösen,wurdedieAnwendunginPythonerstelltund eineandereOpen Source Implementierung eines Multilaterations-Algorithmus verwendet . In einem zukünftigen Entwicklungsschritt könnte diese Implementierung in JavaScript übertragen werden, wodurch die Webanwendung (Abbildung 4.4) wieder mit dem neuen Algorithmus verwendet werden könnte.   In einem späteren Entwicklungsschritt kam dann die Vermutung auf, dass das oben be- schriebene Problem mit den vereinzelten fehlerhaften Werten damit zusammenhängt, dass anfänglich die negativen RSSIWerte direkt an den Multialterations-Algorithmus übergeben wurden und nicht, wie in der Python Implementierung, erst in eine Distanz umgerechnet wurden. Aufgrund des geringen zeitlichen Rahmens wurde der Fokus allerdings auf die Implementierung mit Python gelegt und mit der Optimierung der Daten begonnen.;0;1
4.4 Aufbereitung der Daten Die gesammelten Daten müssen dann, unabhängig vom System auf dem dies geschieht, ausgewertet werden. Somit wird eine ungefähre Position, sowie die Wahrscheinlichkeit eines Sturzes berechnet. 4.4.1 Daten erheben und interpretieren Um einen Eindruck über die Qualität der Daten zu erhalten, wird in einer eintägigen Testphase gemessen, wie stark sich die Signalstärke verändert. Um aussagekräftige Daten sammeln zu können, werden die Bluetoothgeräte dabei nicht bewegt. Die Darstellung des Signalverlaufs für ein Gerät ist in Abbildung 4.5 dargestellt. Hier wurden die Signalstärken eines Beacons in Form einer Smart Watch zu einem Locator gemessen. Um die Daten gut erkennbar anzuzeigen, wurden sie in diesem Diagramm geglättet, indem nur jeweils der Minuten-Durchschnitt angezeigt wird.;0;1
Bei der Betrachtung fällt auf, dass sich die Werte stark verändern, obwohl das Gerät nicht bewegt wurde. Gründe für die Abweichungen können sowohl die geringe Sendeleistung und die kleinen Antennen als auch äußere Einflüsse wie beispielsweise Funkwellen reflektierende Objekte sein. Im Rahmen dieser Arbeit kann allerdings keiner dieser Aspekte korrigiert werden. Grund dafür sind der hohe Aufwand sowie höhere Kosten, welche den größten Mehrwert des Konzepts eliminieren würden. Damit der Testdatensatz nicht durch ein fehlerhaftes Gerät oder beispielsweise einen leerer werdenden Akku beeinflusst wird, werden die Daten mit drei Locator und drei BLE Geräten gesammelt und somit die Menge der Proben erhöht. Um besser darstellen zu können, wie weit die Messwerte auseinander gehen, wird ein Boxplot über die RSSIfür die einzelnen Geräte erstellt.;0;1
Die Visualisierung zeigt, wie stark die Signale sich verändern, dabei sind allerdings die Werte von allen Locators zusammengefasst und entsprechend der MAC-Adressen der Beacons aufgelistet. Um aussagekräftigere Informationen zu erhalten und zu erfahren, ob diese Signalunterschie- de an einem einzelnen Locator oder Beacon liegen, wird eine Auswertung erstellt, welche darstellt, wie stark das Signal sich verändert, wenn die Geräte nicht bewegt werden. Dabei fällt auf, dass eine einzelne Beacon-Locator-Kombinationen besonders starke Verän- derungen im Signal besitzt. Später konnte durch einen Versuch gezeigt werden, dass dieses Gerät kein BLEBeacon, sondern ein PC ist. Damit war die Veränderung kein Problem und konnte ignoriert werden, da dieser PC im Rahmen der Sturzerkennung keinen Mehrwert mit sich bringt. In der Zeit vor dieser Erkenntnis wurde viel im Bereich der Signalglättung, Filterung und Bestimmung der Distanz geforscht, beispielsweise auf Basis der Publikation  welche angibt, dass mithilfe von Kalman Filtern höhere Genauigkeiten bei der Projektion von RSSI Werten auf Distanzen erreicht werden kann.  Nachdem allerdings mithilfe weiterer Auswertungen (Anhang Seite 39) erkannt wurde, dass die Messwerte nicht so schlecht waren, wie die erste Auswertung vermuten ließ, wurde der Fokus wieder auf das Erkennen von Stürzen gelegt. In einer weiteren Arbeit könnte die Genauigkeit durch Verwendung besserer Projektionstechniken sowie Filter optimiert werden.;0;1
4.5 Möglichkeit zur Optimierung der Genauigkeit Um die Genauigkeit der Messungen jedoch noch weiter zu steigern, könnte eine optionale Funktion verwendet werden, welche seit der Version 5.1 im Bluetooth Standard enthalten ist. Sie wird als Bluetooth Angle of Arrival (AOA), Angle of Departure (AOD) oder Direction Finding bezeichnet. Optionale Funktionalitäten im Bluetooth Standard sind solche, die nicht von jedem Gerät unterstützt werden müssen. Ein einfaches Beispiel, warum dies sinnvoll ist, wäre A2DP, was ausgeschrieben „Advanced Audio Distribution Profile“ bedeutet. Dieses wird beispielsweise von Bluetooth Kopfhörern verwendet, um Musik zu übertragen. Bei Audiogeräten ist diese Funktion wichtig, wohingegen beispielsweise eine Bluetooth-Maus diese Funktionalität nicht unterstützen muss und somit Geld einspart werden kann.  Die Positionsbestimmung kann bei dieser Technik allerdings nicht vollständig von einem einzelnen Gerät erreicht werden, da lediglich der Winkel, in welchem sich ein Gerät befindet, errechnet werden kann. Dies funktioniert folgendermaßen: Der Locator empfängt das Signal eines Bluetooth Beacon mithilfe seiner multiplen Anten- nen. Diese sind auf dem System-on-a-Chip ( SOC) versetzt angeordnet, wodurch die Daten mit einer geringen zeitlichen Verzögerung bei den einzelnen Antennen ankommen. Aus dieser zeitlichen Differenz lässt sich so der AOAbestimmen. Beim AODfunktioniert dies entsprechend umgekehrt, für diesen Einsatzzweck ist allerdings lediglich AOAmöglich, da ansonsten auf den Beacons Code ausgeführt werden müsste, um die Richtung zu bestimmen. Der Grund dafür ist, dass bei dieser Technik die Zeit zwischen den ankommenden Signalen auf der Seite des Beacons gemessen wird. Somit müsste dort die Messung durchgeführt und das Ergebnis an einen Server gesendet werden.   Im folgenden Modell wird die Funktionsweise der AOA-Bestimmung schemenhaft darge- stellt.;0;1
Mithilfe des Zeitunterschiedes kann dann der Winkel berechnet werden, in welchem sich der Beacon zu den Antennen befindet. Um allerdings die Distanz beziehungsweise die Position bestimmen zu können sind, sind genau wie bei der im MVP umgesetzten Variante mehrere dieser Empfänger notwendig. Ein Chip, welche diese Funktionalität unterstützen würde, wäre der nRF5340. Dabei handelt es sich um einen SOCauf ARM Basis, welcher sowohl Bluetooth, Zigbee, NFC als auch viele weitere Kommunikationstechniken unterstützt und somit ohne zusätzliche Hardware eingesetzt werden kann. Der Preis des nRF5340-Chips, welcher im eben gezeigten Bild zu sehen ist, beläuft sich dabei auf ungefähr 10 Euro pro Stück1, was wesentlich teurer ist als bei einem ESP32. Dessen Preis findet sich bereits im Bereich von 2 bis 3 Euro pro Stück2wieder.  Zusätzlich zum höheren Preis müsste das Programm vom Arduino basierten C++Code auf eine neue Entwicklungsumgebung umgebaut werden, wobei das größte Problem fehlende Bibliotheken darstellten. Aus diesem Grund wurde entschieden, sich im Rahmen dieser Arbeit nicht weiter mit der Technologie zu beschäftigen, obwohl sie das Potenzial besitzt, genauere Messdaten zu produzieren. Diese genaueren Daten könnten verwendet werden, um die Lokalisierung im 3-Dimensionalen Raum durchzuführen, also ebenfalls die Höhe zu bestimmen. Der Zeit- und Kostenaufwand rechtfertigt dies allerdings nicht. Zudem soll hier erforscht werden, inwiefern eine größere Menge an etwas ungenauen Daten ebenfalls einen positiven Einfluss auf die Genauigkeit der Positionserkennung nimmt.;0;1
4.6 Positionsbestimmung Um nun die ungefähre Position im Raum ermitteln zu können, wurde in allen vier oberen EckeneinesTestraumseinLocatorgehängt,derdieEmpfangsstärkeeinesBeaconsempfängt und dessen MAC Adresse sowie die eigene MAC mithilfe von MQTT an den Server schickt. Daraufhin wurden die gleichzeitigen Werte des Beacons für all vier Locators in Meter umgerechnet, um den ungefähren Abstand des Beacons zum Locator zu bestimmen. Dafür wurde folgende Formel benutzt, die bereits in verschiedenen Publikationen verwendet wurde. Dabei ist Distance die Distanz in Metern zwischen Beacon und Locator, Measured Power die Signalstärke, welche bei einer Distanz von 0 Metern maximal erreicht wird und RSSI der aktuell gemessene Wert der Signalstärke. Nbeschreibt die Dämpfung, welche durch die Umgebung erfolgt. Dieser Faktor befindet sich üblicherweise zwischen zwei und vier und ist am leichtesten durch Tests zu bestimmen. In unserem Testaufbau ergab ein Wert von 3,2 die besten Distanzwerte. Gerechnet auf den Testraum, der ungefähr zehn Meter auf zehn Meter groß ist, ergibt sich die darauffolgende Grafik. Hier wurde ein Beacon im Laufe von 20 Minuten auf verschiedene Positionen im Raum gelegt, um zu erkennen, wie gut die grobe Erkennung der Position funktioniert. Die errechneten Distanzen wurde dann in Abbildung 4.10 visualisiert. Diese ähnelt sehr stark der Abbildung 4.5 allerdings beschreibt hier die y-Achse die Distanz zwischen einem Beacon und einem Locator in Metern.;0;1
Da diese Grafik noch wenig aussagekräftig ist, sollten die Distanzen besser visualisiert werden, um diese so auf Plausibilität prüfen zu können. Dafür wurde ein Multilaterations- Algorythmus verwendet. Dieser erlaubt es mithilfe von Distanzen, in unserem Fall errechnet durch die Signalstärke, die Position des Beacons zu bestimmen. In einem optimalen System könnte dafür der Schnittpunkt zwischen Kreisen, dessen Radius die oben berechnete Distanz darstellt, verwendet werden. Dies ist in Abbildung 4.11 grafisch dargestellt. Die Kreise, welche die Distanzen abbilden, schneiden sich in diesem Beispiel in einem Punkt. Somit ist die Position genau bestimmt. In unseren Versuchsaufbauten ist dies allerdings über mehrere Tage hinweg bei keinem Datensatz aufgetreten. Dies bedeutet, die Kreise überschneiden sich entweder oder bilden einen Bereich in der Mitte. Dies ist in Abbildung 4.12 dargestellt.;0;1
In dieser Situation kann die Position nur annäherungsweise bestimmt werden, was aufgrund dessen, dass es eventuell mehrere mögliche Positionen sowie Ungenauigkeiten in der Signalstärke gibt, kein großes Problem darstellt. Die annäherungsweise Bestimmung der Position funktioniert dabei mithilfe der „Gradient descent“ Methode. Dabei wird die potentielle Position des Beacons so lange verschoben, bis Koordinaten gefunden wurden, bei welchen die Distanzen zu den oben dargestellten Kreisen minimal sind.  Diese Koordinaten beschreiben dann annäherungsweise die Position des Beacons, wobei die AbweichungendurchäußereEinflüsseaufdieSignalstärkevielgrößeristalsUngenauigkeiten bei der Multilateration. Die Positionsdaten konnten somit visualisiert werden, was nun ermöglicht, zu prüfen, ob das System funktioniert. Dabei repräsentieren die blauen Punkte jeweils eine Position, berechnet aus den empfangenen Signalstärken der vier Locators. Der Beacon wurde im Laufe der Zeit auf vier verschiedene Positionen im Raum gelegt. Die folgende Grafik zeigt die einzelnen Positionen in dem 10 ×10 Meter großen Testraum.;0;1
4.7 Clustering Die Positionsdaten wurden dann in die verschiedenen Bereiche aufgeteilt, in welchen sich derBLEBeacon befinden kann. Um dies nicht manuell einteilen zu müssen, wurde K-Means verwendet. So können Positionen, welche nah beieinander liegen, jeweils zu einem Cluster beziehungsweise zu einem Bereich zusammengefasst werden.  In einem früheren Entwicklungsschritt wurde versucht, diese Analyse auf die RSSIWerte durchzuführen, dabei fiel allerdings auf, dass diese Werte nicht aussagekräftig genug sind, da sie aufgrund von äußeren Einflüssen nicht direkt die Distanz beschreiben. Aus diesem Grund wurde das Konzept verworfen und die Analyse mit den Positionsdaten durchgeführt. Eine Auswertung der Positionsdaten aus Kapitel 4.6 zeigt, dass sich mehrere Bereiche im Raum bilden, in welchen sich der Beacon im Versuchsaufbau aufgehalten hat.;0;1
Die oben gezeigte Abbildung stellt dieselben Werte dar, wie bereits die Abbildung 4.13. Um richtige Gruppierung und Einfärbung der Punkte erhalten, wurde die Anzahl der Cluster manuell auf Basis der vier Testpunkte im Raum festgelegt, wo der Beacon sich nacheinander befunden hat. Um dies für die Zukunft auf Basis von Daten durchführen zu können, wurde K-Means mit verschieden großen K Werten, welche die Anzahl der Cluster beschreiben, ausgeführt. Die vollständige Implementierung dieser Clusteranalyse befindet sich dabei im Anhang auf Seite 44. Wird das Ergebnis visualisiert, so entsteht folgende Kurve. Aus dieser kann abgelesen werden, dass je mehr Cluster verwendet werden, desto geringer ist die zusammenaddierte DistanzderPunkteeinesClusterszueinander.Wennnunbeispielsweise500Positionspunkte in 500 Cluster verteilt werden, so kann daraus kein Mehrwert generiert werden. Aus diesem Grund kann die Ellenbogen Methode angewendet werden. Stellt man sich vor, oben links in der Grafik sei eine Schulter und das Handgelenk unten rechts, dann ist der Ellenbogen auf der Höhe der Clusteranzahl 3. Somit ist dies die potenziell optimale Anzahl an zu wählenden Clustern. Diese vereinfachte Beschreibung funktioniert so, dass der Punkt, an dem die Distanz nicht mehr stark abnimmt, in den meisten Fällen die optimale Anzahl an Clustern enthält.;0;1
